CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
00140867,65,,0,R,2,46,H,F,4,1,P,0,,781,254,48,10709,0,36,33,33,0,0,A,3,0.267,8.25,0.286,10.5,4,2,18,16,40,48,7,6.86,6,11,5,7,6,12,18,57,6.86,4
00140871,29,,0,T,2,38,U,F,1,0,P,0,,1503,272,39,13781,0,42,30,28,0,0,N,2,0.182,27.5,0.2,25,2,1,17,9,22,55,2,27.5,5,30,25,30,6,13,17,24,27.5,1
00141068,29,,0,S,2,18,U,M,,0,N,0,,943,497,85,17961,1,37,41,22,0,0,A,4,0.375,17.67,0.375,15.33,6,3,15,12,29,112,7,16,19,25,6,15,6,14,15,32,16,3
00141101,17,41,0,U,2,06,H,F,6,0,B,1,,862,442,80,12919,3,32,51,22,0,0,F,1,0.2,15,0,0,1,0,16,5,12,15,1,15,0,15,15,15,4,10,16,16,15,0
00141134,89,71,0,U,4,10,H,M,4,0,P,0,,603,199,71,12768,0,49,15,58,1,0,A,4,0.286,7,0.3,7,6,3,17,24,58,95,15,6.33,5,8,3,7,6,13,17,89,6.33,7
00141186,137,66,0,S,2,17,U,F,,0,N,0,4,706,283,36,14352,0,32,41,14,1,1,S,3,0.267,9.25,0.429,9,4,3,19,20,52,149,23,6.48,7,12,5,12,4,9,19,129,6.48,14
00141223,65,47,0,S,2,17,U,F,,0,N,0,7,880,362,54,16015,0,33,41,21,0,0,A,1,0.111,25,0.25,25,2,2,23,16,40,60,3,20,15,25,10,25,6,13,23,57,20,3
00141315,101,70,0,U,3,08,H,F,4,0,P,0,4,681,291,67,10484,3,33,42,26,1,3,A,1,0.1,15,0.111,15,2,1,18,26,62,101,8,12.63,6,16,10,15,5,12,18,103,12.63,5
00141357,53,57,0,S,2,18,H,M,6,0,B,0,4,916,505,98,18417,0,37,99,0,0,0,A,1,0.111,18,0.222,18,2,2,22,17,42,61,4,15.25,11,21,10,21,6,12,22,53,15.25,3
00141485,89,,0,S,2,20,U,F,,0,N,0,6,932,370,69,15802,1,35,38,41,0,0,A,2,0.167,16.67,0.2,17,3,2,19,25,68,199,15,13.27,16,21,5,10,7,16,6,80,13.27,6
00141582,137,40,0,S,2,18,H,F,5,0,B,4,9,940,488,87,16018,0,51,37,24,0,0,A,1,0.1,20,0,0,2,0,17,26,52,70,6,11.67,20,25,5,25,6,13,17,129,11.67,4
00141605,29,39,0,S,2,18,H,F,4,0,P,0,,1330,578,91,21230,5,34,37,24,0,0,A,2,0.231,13.33,0.143,10,3,1,18,9,19,40,3,13.33,5,15,10,15,4,7,18,28,13.33,1
00141742,17,69,0,T,2,40,H,M,7,1,B,33,,1167,497,96,22162,0,37,38,30,0,0,N,3,0.25,7.5,0.25,10,2,1,20,8,17,25,3,8.33,5,10,5,10,6,12,19,21,8.33,1
00141847,29,79,0,T,2,40,H,F,3,1,B,3,,799,294,70,13943,14,45,43,25,0,0,A,2,0.231,10,0.333,10,3,2,19,10,23,36,4,9,10,15,5,10,6,12,19,29,9,2
00142089,41,,0,C,3,31,U,U,4,0,P,0,0,475,205,38,14081,0,37,16,47,0,0,A,1,0.118,12.5,0.286,12.5,2,2,20,12,35,30,3,10,10,15,5,15,4,11,20,44,10,3
00142118,29,,0,S,2,18,U,F,,0,N,0,,962,372,82,16073,0,39,16,15,0,0,A,1,0.143,15,0,0,2,0,25,9,22,30,2,15,10,20,10,20,4,9,25,32,15,0
00142187,29,58,0,S,1,14,H,F,6,0,P,0,,1672,654,92,22150,0,35,37,47,1,0,A,3,0.357,12.4,0.571,14.25,5,4,16,11,28,62,5,12.4,15,20,5,15,6,15,16,29,12.4,4
00142195,41,,0,C,1,24,H,M,7,1,B,5,,2189,713,94,32174,0,40,22,48,0,0,A,1,0.1,14.5,0,0,2,0,19,14,34,44,4,11,17,22,5,22,6,13,19,40,11,1
00142377,29,39,0,R,1,42,H,M,5,0,P,0,,864,387,75,13864,0,28,36,26,0,0,N,3,0.286,9.5,0.333,10,2,1,15,7,17,24,3,8,5,10,5,10,5,11,15,23,8,1
00142722,17,49,0,U,1,03,U,M,,0,N,0,,2506,324,24,18690,0,25,55,34,0,0,F,1,0.333,20,0.5,20,1,1,17,6,12,20,1,20,0,20,20,20,5,10,17,17,20,1
00142765,77,31,0,U,2,06,U,M,1,1,B,0,4,2578,338,49,11844,0,13,5,47,0,0,A,2,0.19,17,0.182,17.5,4,2,17,24,56,145,11,13.18,15,20,5,20,6,14,17,76,13.18,5
00142899,29,43,0,U,1,03,U,F,2,0,P,0,,3602,395,44,27692,0,11,14,61,0,0,N,2,0.143,15,0,0,2,0,18,10,22,30,2,15,10,20,10,20,5,11,18,27,15,0
00142993,53,60,0,U,1,01,U,F,,0,N,0,4,3068,298,10,19168,0,17,21,27,0,0,A,1,0.056,20,0,0,1,0,18,15,37,42,3,14,10,20,10,20,6,12,18,53,14,2
00143069,41,71,0,U,3,08,H,M,5,0,P,0,,3431,549,54,20683,0,14,0,40,1,0,A,2,0.15,15.33,0.2,13,3,2,23,15,35,76,5,15.2,20,25,5,25,6,13,18,41,15.2,3
00143086,77,44,0,U,3,08,U,F,,0,N,0,2,1733,302,48,10868,0,13,22,33,0,0,A,2,0.1,15,0.111,16,2,1,18,19,49,79,7,11.29,11,16,5,16,6,13,18,74,11.29,3
00143177,77,80,0,U,1,02,H,M,3,0,M,14,9,5813,664,98,37954,0,24,0,67,1,0,A,2,0.182,10.5,0.273,10,4,3,24,22,54,104,12,8.67,7,12,5,10,6,12,24,68,8.67,6
00143253,53,76,0,U,3,08,H,F,5,1,B,11,,2089,275,36,10484,0,8,21,28,0,0,A,3,0.238,7.4,0.2,7,5,2,24,17,40,57,8,7.13,5,10,5,10,6,12,17,52,7.13,3
00143332,65,66,0,U,1,03,H,M,5,1,B,10,7,1964,401,45,15640,0,23,42,18,0,0,A,2,0.176,13,0.25,13.5,3,2,17,17,40,61,6,10.17,10,15,5,15,6,13,17,56,10.17,3
00143357,41,,0,U,1,02,U,M,,0,N,0,,5386,410,17,35465,0,24,12,36,1,1,S,2,0.211,15.25,0.273,15,4,3,17,16,38,76,6,12.67,12,17,5,17,6,15,17,41,12.67,4
00143406,29,39,0,U,2,06,H,F,4,0,B,1,,1452,369,65,13571,0,20,42,45,0,0,A,2,0.231,12,0.333,8,3,2,18,10,22,36,3,12,15,20,5,20,6,12,18,29,12,2
00143414,53,55,0,U,4,10,H,M,4,1,B,1,1,1226,203,38,6250,0,11,38,38,0,0,A,1,0.111,21.5,0.111,22,2,1,25,17,39,69,4,17.25,12,22,10,21,6,13,25,52,17.25,2
00143600,77,,0,U,1,03,H,M,5,0,P,0,,4314,295,45,25269,0,18,35,15,0,0,A,4,0.25,7.8,0.333,8.33,5,3,15,19,50,64,10,6.4,8,11,3,9,6,13,15,69,6.4,6
00143762,29,71,0,U,4,10,H,F,1,0,B,1,,1534,180,29,7101,0,16,48,42,0,0,A,3,0.294,12.4,0.222,13,5,2,15,13,28,62,5,12.4,4,14,10,14,6,12,15,32,12.4,2
00143794,41,,0,U,1,01,U,F,3,0,M,0,,4605,453,56,31241,0,16,33,9,0,0,A,3,0.2,8.75,0.333,8.33,4,3,17,14,35,44,6,7.33,7,10,3,10,6,13,17,40,7.33,4
00143804,65,50,0,U,1,02,H,F,5,0,B,0,8,3736,521,82,26946,0,20,16,50,1,0,A,4,0.25,6.8,0.222,8,5,2,16,19,48,68,11,6.18,5,8,3,8,6,13,16,64,6.18,6
00143855,17,,0,U,1,02,U,M,,0,N,0,,4188,517,85,33033,0,32,12,40,0,0,F,1,0.25,15,0.5,15,1,1,17,5,12,15,1,15,0,15,15,15,4,9,17,17,15,1
00143895,65,,0,S,1,13,U,F,,0,N,0,9,5561,816,98,38925,0,36,13,50,0,0,A,1,0.095,25,0,0,2,0,20,20,48,75,4,18.75,15,25,10,25,6,13,20,57,18.75,1
00144026,89,63,0,U,4,10,H,F,2,1,P,0,1,1465,256,14,5821,0,7,28,30,0,0,A,1,0.063,15,0,0,1,0,20,23,54,85,6,14.17,13,18,5,15,6,13,20,89,14.17,2
00144050,29,,0,S,1,13,H,M,6,0,P,0,,5982,1500,97,106273,0,32,22,38,0,0,N,2,0.182,22.5,0.4,22.5,2,2,20,9,23,45,2,22.5,5,25,20,25,6,13,20,24,22.5,2
00144339,65,31,0,U,1,02,H,U,7,0,B,22,9,2941,677,70,28577,0,29,10,50,0,0,A,2,0.158,13.33,0.125,20,3,1,22,18,49,70,6,11.67,10,20,10,20,6,12,22,64,11.67,3
00144416,65,49,0,S,1,15,H,F,4,0,P,0,8,1336,585,70,27467,1,27,35,32,1,0,A,3,0.286,13,0.4,13.25,6,4,15,19,49,102,10,10.2,11,14,3,14,6,13,15,65,10.2,6
00144456,29,,0,U,3,08,H,U,4,1,B,7,,1797,266,47,11061,0,28,38,23,1,0,A,4,0.214,7.67,0.286,5,3,2,20,11,27,44,5,8.8,8,13,5,13,6,12,20,28,8.8,2
00144501,17,,0,U,2,04,U,M,,0,N,0,,2338,264,13,15702,0,25,23,21,0,0,F,1,0.143,20,0.333,20,1,1,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,1
00144631,65,35,0,U,2,06,H,F,6,0,P,0,5,2339,416,39,14849,0,16,34,12,1,0,A,2,0.19,17.75,0.1,20,4,1,19,19,47,90,7,12.86,17,20,3,19,6,13,19,64,12.86,2
00144650,29,,0,U,4,10,H,F,4,0,P,0,,1281,301,61,6489,0,15,0,48,0,0,L,1,0.133,22.5,0,0,2,0,15,10,26,45,2,22.5,5,25,20,25,5,12,15,32,22.5,0
00144729,77,81,0,S,1,13,H,M,5,1,M,16,9,5444,816,87,42502,0,36,33,40,0,0,A,2,0.2,14.25,0.3,13.33,4,3,18,23,55,89,7,12.71,15,20,5,10,6,13,18,75,12.71,5
00144733,77,55,0,U,1,03,H,M,4,0,P,0,,3494,442,54,21384,0,34,51,33,0,0,A,1,0.111,24,0,0,2,0,20,20,48,84,4,21,10,25,15,25,6,13,20,73,21,1
00144751,77,,0,U,3,08,H,F,4,1,B,7,2,1563,291,40,7118,0,4,23,27,1,0,A,3,0.05,20,0.111,20,1,1,16,23,58,190,9,21.11,15,25,10,20,6,14,16,85,21.11,4
00144754,113,74,0,U,3,08,H,F,4,0,P,0,3,2676,578,92,22427,0,7,0,13,1,0,A,1,0.071,15,0.143,15,1,1,16,22,51,137,10,13.7,5,15,10,15,4,9,16,113,13.7,7
00144766,29,65,0,S,1,13,U,F,2,1,M,17,,5795,483,83,36215,0,22,34,34,0,0,A,2,0.214,12.67,0.286,13,3,2,22,11,24,38,3,12.67,6,16,10,16,6,12,22,31,12.67,2
00144813,41,61,0,S,1,13,H,M,7,0,B,2,,5868,1012,95,45334,0,42,5,52,1,0,A,3,0.227,8.2,0.364,7.75,5,4,19,17,37,63,9,7,7,10,3,10,6,11,19,44,7,6
00144845,29,71,0,?,?, .,H,F,3,0,P,0,,4183,631,53,29875,0,0,0,0,0,0,N,1,0.1,30,0.25,30,1,1,24,8,20,30,1,30,0,30,30,30,5,10,24,24,30,1
00144970,29,,0,U,1,03,U,F,,0,N,0,,3362,443,86,17604,1,23,39,11,0,0,A,3,0.286,11,0.429,10.67,4,3,16,11,25,44,4,11,2,12,10,12,6,13,16,29,11,3
00144990,65,33,0,U,1,03,U,F,7,1,B,3,,3455,558,49,23929,3,17,35,15,0,0,A,1,0.067,15,0.167,15,1,1,16,15,38,32,4,8,10,15,5,15,5,11,16,56,8,2
00145120,101,60,0,U,1,01,H,F,7,0,M,8,9,5619,572,29,43978,0,24,59,18,1,1,S,2,0.095,15.5,0.1,15,2,1,16,26,63,138,11,12.55,15,20,5,15,6,14,16,91,12.55,7
00145130,17,57,0,U,3,09,U,F,1,1,B,18,,1477,268,16,11225,0,25,29,27,0,0,F,1,0.143,15,0.333,15,1,1,20,5,13,15,1,15,0,15,15,15,3,8,20,20,15,1
00145231,65,,0,U,2,04,U,U,,0,N,0,9,0,303,0,33139,0,26,6,94,1,1,S,4,0.471,6,0.778,6,8,7,15,16,39,82,15,5.47,5,8,3,6,4,9,15,56,5.47,11
00145252,125,35,0,U,1,03,U,M,5,0,B,1,9,5893,648,58,46383,0,25,40,10,1,1,S,3,0.25,13.6,0.182,16,5,2,15,31,74,227,18,12.61,15,20,5,10,6,12,15,125,12.61,11
00145412,29,45,0,S,2,20,H,F,3,1,B,0,,2379,474,66,18512,0,31,17,45,1,1,S,4,0.316,10.67,0.444,10.5,6,4,20,13,33,74,7,10.57,2,12,10,10,6,14,18,32,10.57,4
00145452,41,,0,U,1,02,U,F,6,0,M,6,,3141,531,82,21880,0,50,24,36,1,0,A,2,0.2,10.5,0.222,8.5,4,2,15,14,35,54,6,9,10,15,5,15,5,12,15,41,9,3
00145488,17,45,0,U,2,07,H,F,5,0,P,0,,2607,242,52,12540,0,21,14,32,0,0,F,1,0.143,50,0.333,50,1,1,20,7,17,50,1,50,0,50,50,50,5,11,20,20,50,1
00145540,29,,0,S,1,13,H,M,6,0,B,0,,4178,659,71,26035,1,32,24,39,0,0,E,1,0.2,10,0,0,2,0,15,6,18,20,2,10,10,15,5,15,2,8,15,28,10,0
00145724,125,40,0,U,3,08,H,F,5,0,P,0,6,1739,463,83,13811,0,28,30,25,1,0,A,1,0.091,20,0.091,20,2,1,19,30,72,161,10,16.1,15,20,5,20,6,13,19,125,16.1,6
00145838,17,,0,S,1,14,H,U,5,0,M,2,,2019,406,34,12623,0,31,35,15,0,0,F,1,0,0,0,0,0,0,,4,12,20,1,20,0,20,20,20,4,10,17,17,20,0
00145899,29,,0,S,2,17,U,F,,0,N,0,,1491,396,74,26286,0,37,21,42,0,0,A,2,0.214,14,0.143,20,3,1,21,11,26,42,3,14,10,20,10,20,6,13,21,32,14,1
00146014,17,,0,U,1,03,U,U,,0,N,0,,3189,515,51,20976,0,14,25,36,0,0,F,1,0.2,15,0.5,15,1,1,17,5,14,15,1,15,0,15,15,15,4,11,17,17,15,1
00146226,53,,0,U,1,02,U,M,6,1,B,1,,2865,631,88,18907,0,27,38,21,1,0,F,1,0.19,20,0.3,20,4,3,16,25,55,126,7,18,15,25,10,25,8,16,16,51,18,4
00146241,29,63,0,U,1,02,H,M,6,0,B,0,,3196,655,92,21091,0,24,43,22,0,0,A,1,0.143,30,0,0,2,0,19,11,24,60,2,30,40,50,10,50,6,13,19,28,30,0
00146272,137,,0,U,1,02,H,F,6,0,B,0,,3138,589,88,18088,0,25,35,21,1,1,S,2,0.19,11.5,0.2,11.5,4,2,17,29,72,114,15,7.6,10,13,3,13,6,13,17,103,7.6,10
00146301,41,34,0,U,2,05,H,F,2,0,B,0,,887,337,59,21539,0,43,31,40,0,0,A,1,0.111,12,0.143,15,2,1,17,11,32,29,3,9.67,10,15,5,15,4,10,17,41,9.67,2
00146339,137,27,0,U,3,08,H,M,5,1,B,1,5,1801,334,53,13046,0,23,30,31,1,1,S,3,0.211,5,0.25,5,4,2,16,31,69,88,21,4.19,3,6,3,5,5,12,16,123,4.19,14
00146341,137,80,0,U,2,07,H,M,5,1,B,0,6,2397,409,34,16946,3,24,34,42,1,0,A,1,0.111,17.5,0.125,20,2,1,26,29,65,99,10,9.9,15,20,5,15,5,10,26,111,9.9,7
00146379,137,63,0,C,1,24,H,F,6,0,B,0,8,3294,453,96,21945,0,35,20,48,1,1,S,3,0.286,5.5,0.333,6,4,2,15,24,56,89,18,4.94,4,7,3,5,3,7,15,119,4.94,8
00146392,17,39,0,U,2,05,H,F,7,0,B,0,,2016,518,81,16660,0,41,37,38,0,0,F,1,0.143,20,0,0,1,0,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,0
00146455,77,77,0,U,2,05,H,M,6,0,P,0,5,2199,437,85,17680,0,37,24,49,1,10,A,1,0.095,27.5,0.182,27.5,2,2,21,25,61,336,20,16.8,20,30,10,30,6,13,21,77,16.8,9
00146462,137,83,0,C,1,24,H,M,4,1,B,39,7,2213,436,86,19314,0,37,30,60,1,1,S,3,0.19,17.75,0.4,17.75,4,4,16,31,78,166,17,9.76,16,21,5,20,6,14,16,127,9.76,13
00146542,65,,0,S,1,13,H,U,6,1,B,0,7,3762,761,94,29878,0,41,35,50,1,1,S,3,0.227,6.8,0.273,6.67,5,3,22,21,49,93,16,5.81,7,10,3,8,6,12,22,57,5.81,7
00146580,125,41,0,U,3,08,H,M,3,0,B,0,4,1483,327,61,9046,0,13,37,29,1,1,S,3,0.19,5.5,0.2,5,4,2,15,31,74,112,22,5.09,2,7,5,5,5,12,15,124,5.09,12
00146693,17,,0,C,3,33,U,M,1,1,B,1,,2832,511,48,35713,0,47,0,94,0,0,F,1,0.25,20,0.5,20,1,1,16,6,13,20,1,20,0,20,20,20,5,11,16,16,20,1
00146695,17,42,0,S,1,14,H,F,6,0,B,1,,3909,870,97,34835,0,40,22,45,0,0,F,1,0.2,20,0.5,20,1,1,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,1
00146802,53,74,0,S,2,19,U,M,,0,N,0,7,2159,485,76,13476,0,30,28,26,0,0,A,2,0.19,16.25,0.1,15,4,1,20,19,45,90,6,15,10,20,10,10,6,12,20,53,15,3
00147045,77,,0,U,1,02,H,F,7,1,B,12,,1989,526,87,19716,0,29,21,15,1,1,S,3,0.263,9.6,0.222,9.5,5,2,15,21,55,79,10,7.9,6,11,5,10,6,13,15,76,7.9,4
00147047,89,,0,U,3,08,U,F,,1,N,0,0,5463,415,43,44342,0,15,32,0,1,1,S,4,0.471,6.38,0.7,6.29,8,7,20,25,58,132,22,6,4,7,3,6,6,10,20,85,6,15
00147116,29,57,0,U,1,02,H,F,2,1,B,10,,2246,461,87,18652,0,38,18,76,0,0,A,1,0.167,12.5,0.4,12.5,2,2,19,8,20,25,2,12.5,15,20,5,20,4,10,19,28,12.5,2
00147119,41,73,0,C,1,24,H,F,5,0,B,31,,3124,428,66,19266,0,25,15,16,1,0,A,4,0.238,7.6,0.4,7.5,5,4,18,14,33,43,6,7.17,5,10,5,8,6,13,18,36,7.17,4
00147162,137,58,0,U,1,02,H,F,4,1,B,6,8,2398,523,89,25287,0,33,15,52,1,1,S,4,0.238,12.6,0.273,12.67,5,3,17,33,82,232,19,12.21,15,20,5,13,6,14,17,124,12.21,13
00147175,29,,0,U,4,10,U,M,,0,N,0,,2074,495,86,20386,0,0,0,0,0,0,A,3,0.167,5.5,0.4,5.5,2,2,15,8,25,26,4,6.5,7,10,3,8,4,10,15,29,6.5,2
00147529,113,59,0,S,1,11,H,F,7,0,B,7,6,279,154,60,5922,2,21,41,25,1,0,A,1,0.105,27.5,0.1,30,2,1,25,24,55,200,8,25,10,30,20,25,6,13,25,104,25,4
00147592,41,,0,U,1,03,U,F,,0,N,0,8,3644,417,49,23709,0,14,16,38,0,0,A,2,0.125,27.5,0,0,2,0,15,12,31,65,3,21.67,25,35,10,35,5,12,15,44,21.67,0
00147629,41,53,0,S,2,20,H,F,6,1,B,16,,2219,448,71,19911,0,26,27,27,1,1,S,4,0.286,10.83,0.2,11,6,2,15,15,37,90,9,10,10,15,5,12,6,13,15,40,10,3
00147758,41,,0,U,1,02,U,F,,0,N,0,9,5643,772,77,55164,0,43,16,62,1,0,A,3,0.211,15,0.333,13.33,4,3,16,15,41,80,6,13.33,10,20,10,10,6,16,16,44,13.33,4
00147768,113,57,0,S,1,13,H,F,7,0,P,0,,5323,907,96,39701,0,37,25,42,0,0,A,3,0.158,9.67,0.111,11,3,1,15,24,58,74,9,8.22,11,15,4,11,6,13,15,103,8.22,4
00147777,17,45,0,S,1,11,U,M,1,0,P,0,,4348,413,49,27396,0,18,27,32,0,0,F,1,0.2,25,0.5,25,1,1,18,6,14,25,1,25,0,25,25,25,5,12,18,18,25,1
00147804,17,57,0,C,1,24,H,F,7,0,P,0,,3694,421,77,28021,1,28,38,24,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
00147841,77,80,0,S,1,13,H,F,6,0,P,0,9,5626,1023,94,62324,0,30,23,51,0,0,A,2,0.15,58.33,0.182,75,3,2,24,24,54,246,8,30.75,95,100,5,50,6,12,24,69,30.75,4
00147930,89,77,0,S,1,11,H,F,4,0,B,7,,1250,318,27,20979,0,27,14,28,0,0,A,3,0.167,8,0.25,10,2,1,20,15,42,39,6,6.5,5,10,5,6,5,11,18,78,6.5,3
00148061,65,56,0,S,1,11,U,F,,0,N,0,9,1417,353,81,14814,0,32,19,45,0,0,A,1,0.056,25,0,0,1,0,19,18,44,75,3,25,0,25,25,25,6,13,19,56,25,2
00148569,41,58,0,U,4,10,U,M,,0,N,0,,1443,280,69,6221,0,9,11,52,0,0,A,2,0.143,12,0.1,10,3,1,20,15,35,52,5,10.4,11,16,5,16,6,12,20,40,10.4,2
00148737,17,,0,U,1,02,U,M,,0,N,0,,2488,404,57,15791,0,23,23,38,0,0,N,3,0.25,14.5,0.5,14.5,2,2,16,8,19,39,3,13,5,15,10,14,6,14,16,21,13,2
00148764,65,58,0,U,1,03,H,F,6,0,P,0,7,3190,452,50,18815,0,20,25,42,0,0,A,1,0.071,20,0,0,1,0,17,14,42,55,3,18.33,5,20,15,20,4,10,17,64,18.33,1
00148777,17,63,0,S,1,14,H,F,7,0,P,0,,3017,639,93,24081,0,37,30,37,0,0,F,1,0.25,15,0.5,15,1,1,16,5,12,15,1,15,0,15,15,15,4,10,16,16,15,1
00148791,29,67,0,S,1,11,H,F,4,0,B,8,,1953,454,87,21667,0,22,18,46,0,0,A,1,0.143,15,0.167,15,2,1,21,9,24,30,2,15,0,15,15,15,4,10,21,31,15,1
00148829,65,38,0,U,2,06,H,M,6,0,B,0,6,1797,480,81,13590,0,26,35,24,1,1,S,2,0.182,15.5,0.182,15.5,4,2,18,20,52,113,8,14.13,7,17,10,17,6,13,18,62,14.13,3
00148876,137,57,0,C,2,27,H,F,7,1,B,1,8,2201,560,91,20576,0,23,43,16,1,1,S,4,0.316,5.5,0.556,5.6,6,5,17,29,69,81,17,4.76,5,8,3,4,6,12,17,123,4.76,13
00149368,29,67,0,U,2,04,H,U,3,1,B,25,,2021,297,31,15637,0,11,15,49,0,0,A,1,0.154,15,0.333,15,2,2,22,9,22,30,2,15,0,15,15,15,4,10,22,29,15,2
00149506,125,51,0,S,1,13,U,M,,0,N,0,9,5164,650,87,50548,0,31,13,68,1,0,A,2,0.154,10,0,0,2,0,17,17,43,101,12,8.42,9,12,3,10,3,7,17,125,8.42,4
00149541,41,61,0,S,2,19,H,F,4,1,B,1,,1814,328,53,10846,0,17,31,36,0,0,A,1,0.105,13.5,0,0,2,0,18,13,32,32,3,10.67,15,20,5,20,6,12,18,40,10.67,1
00149859,89,36,0,U,1,02,H,M,7,1,B,2,,1588,513,80,18636,0,32,37,16,0,0,A,1,0.077,30,0,0,1,0,24,18,48,70,4,17.5,20,30,10,30,4,9,24,89,17.5,2
00150067,113,76,0,S,1,11,H,M,7,1,B,56,8,2395,568,75,23579,0,33,22,34,1,0,A,1,0.077,15,0,0,1,0,17,22,57,86,9,9.56,12,15,3,15,4,11,17,105,9.56,4
00150218,41,21,0,S,2,20,U,M,1,0,P,0,3,2063,351,42,15841,0,35,18,43,1,1,S,4,0.5,5.78,0.818,5.78,9,9,17,17,39,77,15,5.13,6,9,3,3,6,13,15,45,5.13,11
00150242,41,,0,S,1,13,U,M,,0,N,0,,1288,325,79,12195,0,43,18,34,0,0,A,1,0.1,23,0.111,17,2,1,18,14,34,51,3,17,24,29,5,29,6,14,18,39,17,1
00150305,113,,0,U,3,08,U,F,2,1,B,0,4,2017,279,54,14876,0,24,14,54,1,0,A,1,0.05,15,0,0,1,0,18,27,67,108,11,9.82,12,15,3,15,5,12,18,110,9.82,8
00150377,17,53,0,S,2,18,H,F,6,1,B,9,,2230,457,76,16387,0,25,29,32,0,0,F,1,0.143,24,0.333,24,1,1,20,6,15,24,1,24,0,24,24,24,4,10,20,20,24,1
00150497,29,20,0,S,1,14,H,M,7,1,B,11,,3343,708,94,23333,0,37,23,27,0,0,N,1,0.167,17.5,0,0,2,0,15,9,23,35,2,17.5,15,25,10,25,5,12,15,27,17.5,0
00150595,77,82,0,S,2,20,U,M,1,1,M,0,,2123,307,72,18146,0,34,19,47,0,0,A,3,0.333,6,0.286,7.5,5,2,16,12,33,44,10,4.4,8,10,2,10,4,8,16,76,4.4,4
00150603,101,55,0,S,2,18,H,F,5,0,P,0,5,1805,398,60,14703,1,24,29,30,1,7,A,1,0.211,12.75,0.3,13.67,4,3,19,28,71,222,20,11.1,12,15,3,10,5,12,19,105,11.1,14
00150639,29,79,0,U,4,10,H,F,5,1,B,8,,1819,151,30,6118,0,15,24,52,1,0,A,3,0.333,11,0.333,14,4,2,17,10,25,44,4,11,11,16,5,12,6,13,17,28,11,2
00150692,17,51,0,S,1,12,H,F,7,0,P,0,,2294,593,92,17838,0,28,52,9,0,0,F,1,0.167,20,0,0,1,0,20,5,15,20,1,20,0,20,20,20,4,10,20,20,20,0
00150711,113,57,0,C,2,27,H,M,7,0,B,6,6,1633,482,86,16001,0,30,28,24,1,1,S,2,0.2,16.25,0.3,13.33,4,3,18,29,66,185,12,15.42,15,25,10,25,6,13,18,113,15.42,8
00150790,101,66,0,U,3,08,H,F,2,1,B,8,3,1284,380,82,8360,0,20,33,13,1,6,A,1,0.1,15,0.2,15,2,2,25,24,58,377,18,20.94,23,28,5,10,5,10,25,92,20.94,10
00150802,17,,0,U,2,05,U,F,,0,N,0,,3019,667,94,22783,0,29,13,53,0,0,F,1,0.143,20,0.333,20,1,1,20,6,15,20,1,20,0,20,20,20,4,10,20,20,20,1
00150995,89,52,0,U,2,06,H,F,3,0,P,0,4,1990,354,65,11723,0,22,34,19,1,4,A,1,0.118,17,0.143,14,2,1,19,20,53,80,6,13.33,10,20,10,20,6,13,19,78,13.33,5
00151021,29,63,0,S,1,14,H,M,6,1,B,20,,3489,779,96,26960,0,31,32,27,0,0,A,1,0.111,27.5,0.125,25,2,1,25,12,30,55,2,27.5,5,30,25,30,6,13,25,32,27.5,1
00151120,137,84,0,U,2,05,H,M,5,1,B,9,5,2383,389,84,13136,1,11,25,21,1,11,A,1,0.105,10,0.125,10,2,1,16,30,72,125,21,5.95,7,10,3,10,5,12,16,129,5.95,13
00151129,17,33,0,U,2,06,H,M,5,0,P,0,,2743,402,77,16633,0,29,17,30,0,0,F,1,0.143,15,0.333,15,1,1,20,5,13,15,1,15,0,15,15,15,3,8,20,20,15,1
